título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
"""Awyató-pót:Histórias indígenas para crianças""";;Tiago Hakiy;;"Culturas indígenas; povo Mawé; contos; mitologia indígena";Awyató-pót: histórias indígenas para crianças é uma obra que se caracteriza pela bravura do povo Mawé, representada nos contos pela figura mítica que dá título ao livro. São quatro histórias. A primeira história conta sobre o nascimento do curumim, fruto da união de uma índia metamorfoseada em cobra com um gavião real. Na segunda, é contada a valentia e o caráter de liderança de Awyató-pót que conseguiu negociar com a Surucucu a Noite para levá-la a sua tribo. Na terceira, o índio derrotou o monstro Juma, devorador de seus parentes e na quarta, em que Awyató-pót, já viúvo e dominado pelo ciúme que tinha da filha, é enganado pelo sapo O ók que desposou a moça. As histórias de Awyató-pót podem ser lidas como as narrativas de aventuras singulares e imprevistas de um mito que sintetiza a cultura de um povo que, ao ser interpretado sob a visão microcósmica, nos ensina que a Humanidade, aqui e acolá, enfrenta os mesmos desafios: garantir a existência. As histórias contadas por Tiago Hakiy dão o recado do povo indígena Mawé: o desejo de aproximar o mundo mítico dos índios ao mundo das crianças da cidade;Coleção: Universo indígena - Série raízes;Paulinas;1ª;2011;Físico;9788535628401;Awyató-pót - Paulinas;Pt-BR;;Infantojuvenil;32p;;HAKIY, Thiago. Awyató-pót: Histórias indígenas para crianças. São Paulo: Paulinas, 2011.;https://checkout.paulinas.com.br/resizer/view/410/410/true/false/2656.jpg;indigena
"""De Bubuia com vovó Anica""";;Lucia Tucuju;Luciana Grether;"Culturas indígenas; memórias; infância; povo Galibi Marworno";O livro traz as memórias de infância, ao lado da sábia avó Anica, da indígena Lucia Tucuju (professora de educação infantil e escritora), do povo Galibi Marworno (Amapá). Para ilustrar essas lembranças afetivas, as lindas imagens criadas por Luciana Grether.;;Rebulico;1ª;2013;Físico;978-6584652132;DE BUBUIA COM VOVO ANICA | Amazon.com.br;pt-BR;;Infantojuvenil;32p;;TUCUJU, Lucia. De Bubuia com vovó Anica. Rio de Janeiro: Rebulico, 2013.;https://m.media-amazon.com/images/I/61xrwssbAWL._SL1131_.jpg;indigena
"""Abaré""";;Graça Lima;;"Culturas indígenas; aventuras; infância";"Abaré significa ""amigo"" em tupi-guarani. Esse é o nome que recebe um indiozinho muito especial, personagem central do nosso livro. A obra conta, por meio de belas ilustrações, a história desse indiozinho curioso e esperto que adora conhecer novos lugares e descobrir as diferenças que existem em cada espécie. Os caminhos por onde ele passa, os animais que ele encontra e até as surpresas que ele vê, tudo isso ensina e ajuda o nosso amigo a amadurecer. De todas as descobertas, a maior delas será a amizade, sentimento para ser levado vida afora.";;Paulus;1ª;2009;Físico;978-8534930222;Abaré | Amazon.com.br;pt-BR;;Infantojuvenil;40p;;LIMA, Graça. Abaré. São Paulo: Paulus, 2009.;https://m.media-amazon.com/images/I/51smZb6D7HL._SL1000_.jpg;indigena
""" A aventura de Abaré""";;Juliana Schroden;Roberto Weigand;"Culturas indígenas; infância; aventuras";Abaré é um simpático papagaio que vive com seu amigo Membira e sua família em uma aldeia indígena nômade. Embora feliz, Abaré parte para a cidade em busca de aventuras. Nelas, conhece diversas crianças, que vivem em famílias muito diferentes, em ambientes urbanos bem variados. E nessa busca, ele faz uma descoberta reveladora.;;FTD;1ª;2012;Físico;978-8532282774;A Aventura de Abaré | Amazon.com.br;pt-BR;;Infantojuvenil;48p;;SCHRODEN, Juliana. A aventura de Abaré. São Paulo: FTD, 2012.;https://m.media-amazon.com/images/I/61Ss7wPmmOL._SL1200_.jpg;indigena
""" Curumim Abaré imitando os animais""";;Dulce Seabra;Sérgio Maciel;"Culturas indígenas; infância; aventuras";Os autores conduzem nossos passos junto a Abaré, um curumim que apresenta um pouco da cultura indígena e de seu jeito de interagir com os animais. O texto mostra as particularidades e diferenças dos habitantes da mata, revelando às crianças segredos que só com atenção e curiosidade podemos conhecer!;;Cortez;2ª;2016;Físico;978-8524914416;Curumim Abaré imitando os animais | Amazon.com.br;pt-BR;;Infantojuvenil;32p;;SEABRA, Dulce. Curumim Abaré imitando os animais. São Paulo: Cortez, 2016.;https://m.media-amazon.com/images/I/71ID1twwfwL._SL1200_.jpg;indigena
"""A chave do meu sonho, ou como um parafuso frouxo fez-me encontrar a chave e o sonho""";;Daniel Munduruku;Rita Carelli;"Culturas indígenas; aventura; infância";Ele nasceu filho do cacique da aldeia. Seus irmãos foram treinados para a arte da guerra. Mas ele tinha um dom – que o abençoou e o amaldiçoou – levando-o ao mundo dos pajés. Conheça a história desse jovem indígena que narra seu caminho em busca de seu destino. Em uma jornada de autoconhecimento guiada por dois grandes mestres, ele conhece seus sonhos e viaja em meio aos segredos e mistérios de sua existência. Esta obra é comemorativa dos 25 anos de literatura do escritor Daniel Munduruku;;Edua;1ª;2021;Físico;978-8574014265;A chave do meu sonho, ou como um parafuso frouxo fez-me encontrar a chave e o sonho | Amazon.com.br;pt-BR;;Infantojuvenil;102p;;MUNDURUKU, Daniel. A chave do meu sonho, ou como um parafuso frouxo fez-me encontrar a chave e o sonho. Amazonas: Edua, 2021.;https://m.media-amazon.com/images/I/51U9g7LUBxL.jpg;indigena
"""Redondeza""";;Daniel Munduruku;;"Culturas indígenas; infância; dia-a-dia";Redondeza convida todos os leitores à aproximação e encontro com as crianças e infâncias indígenas. Através das narrativas do texto e das imagens, percorremos lugares de viver e pertencer apresentados por várias crianças, do ponto de vista deles. Narrado em primeira pessoa, o livro representa as muitas vozes infantis dos povos indígenas, e levanta sentimentos frutos da relação profunda dos povos originários com a terra, os rios, as plantas, os animais, e com os adultos. Redondeza compõe uma roda, ao longo das páginas, circular como a forma tão importante nas culturas indígenas. Um livro para conversar sobre o que nos envolve, nos protege, nos cerca e abraça.;;Criadeira Livros;1ª;2023;Físico;978-6588098028;Redondeza - Daniel Munduruku - Livraria Maracá (livrariamaraca.com.br);pt-BR;;Infantojuvenil;31p;;MUNDURUKU, Daniel. Redondeza. São Paulo: Criadeira livros, 2023.;https://www.livrariamaraca.com.br/wp-content/uploads/2022/04/redondeza-daniel-munduruku.png;indigena
"""Minha Família Enauenê""";;Rita Carelli;Anabella López;"Culturas indígenas; povo Enauenê-Nauê; biografia";"Minha família Enaunê é a história da autora Rita Carelli, que passou parte de sua infância na aldeia indígena dos Enauenê-Nauê, no estado do Mato Grosso. De todas as descobertas que Rita faz entre os índios, cujos costumes e cultura são bem diferentes daqueles a que estava habituada,uma em especial chama a sua atenção: os papéis sociais rígidos estabelecidos para homens e  mulheres. A menina se vê então em um impasse: prefere brincar, nadar no rio e jogar futebol –atividades reservadas aos meninos – a realizar as tarefas próprias das mulheres. É quando ela toma a decisão de desafiar as regras e fazer parte do grupo dos meninos. Mas essa experiência não durará para sempre, e voltar a participar das atividades das meninas mostra-se algo bastante difícil. Um livro que aborda, de maneira sensível, questões como a dos papéis sociais, da divisão do trabalho, da diversidade cultural e dos diferentes modos de vida.No posfácio, a escritora e antropóloga Betty Mindlin, que acompanhou a trajetória da autora desde sua infância, nos conta: “Em um povo extraordinário e com mãe e pai extraordinários, Rita mergulhou no mundo indígena e guardou uma compreensão que talvez poucos profissionais sejam capazes de atingir. Foi uma experiência marcante, que ficou sob a sua pele para sempre.
Na espontaneidade de criança, ia vivendo como os da sua idade, aprendendo as mesmas regras de  comportamento, que sem querer, como o livro conta, contestou de repente”. Completa esta edição um texto da antropóloga Ana Paula Ratto Rodgers, especialista nos Enauenê-Nauê, no qual explica um pouco de suas tradições e de seus costumes. As belas ilustrações, criadas por Anabella López, misturam as linguagens da pintura e da colagem, exploram contrastes e trazem detalhes importantes da tribo, como as tatuagens na
barriga das mulheres, a forma das casas e a dimensão do pátio.";;FTD;1ª;2018;Físico;978-8596016513;Minha Família Enauenê | Amazon.com.br;pt-BR;;Infantojuvenil;48p;;CARELLI, Rita. Minha Família Enauenê. São Paulo: FTD, 2018.;https://m.media-amazon.com/images/I/71uinj3YNwL._SL1018_.jpg;indigena
"""Tapajós""";;Fernando Vilela;;"Culturas indígenas; rio Tapajós; dia-a-dia";Cauã e Inauê vivem às margens do Jari, um pequeno canal que liga o rio Amazonas ao rio Tapajós, no estado do Pará. Os irmãos vivem em uma casa simples, de palafitas, com os pais e Titi, o jabuti de estimação da família. Mas o personagem principal do livro é, na verdade, o próprio cenário da pequena vila, que é de encher os olhos.;;Brinque-Book;1ª;2014;Físico;978-8574124988;Tapajós | Amazon.com.br;pt-BR;;Infantojuvenil;40p;;VILELA, Fernando. Tapajós. São Paulo: Brinque-Book, 2014.;https://m.media-amazon.com/images/I/A1UXN3gE56L._SL1500_.jpg;indigena
"""Chapeuzinho verde""";;Maria Lucia Takua Peres;Yacunâ Tuxá;"Culturas indígenas; infância; povo Avá-Guarani";"O conto clássico da menina que leva doces para a vovozinha já foi inspiração para um sem-número de outras histórias. Em algumas delas, o chapéu tem outra cor; em outras, o lobo é bom; há outras ainda em que o lobo conta a sua versão da história... Nessa obra potente de Maria Lucia Takua Peres, indígena da etnia Avá-Guarani, e ricamente ilustrada por Yacunã Tuxá, indígena do povo Tuxá, Chapeuzinho Verde nos convida a abrir a mente e o coração se quisermos garantir a sobrevivência da Terra e de todos os que nela habitam.";;Leiturinha;1ª;2023;Físico;978-8592806279;Chapeuzinho verde | Amazon.com.br;pt-BR;;Infantojuvenil;48p;;PERES, Maria Lucia Takua. Chapeuzinho verde. Minas Gerais: Leiturinha, 2023.;https://m.media-amazon.com/images/I/81zn1zXggUL._SL1500_.jpg;indigena
"""Jaxy Jaterê""";;Geni Nuñez;Miguel Moura;"Culturas indígenas; lendas indígenas";Jaxy Jatere é um ser miudinho que vive na floresta. Adora se divertir à noite, tem um assobio bem alto e, assim como o Saci Pererê, vive saltitando para lá e para cá.Mesmo pequenino, é um ser muito, muito sabido. Amigo das plantas, conhece tudo sobre as ervas e os chás que curam doenças no corpo e no coração. E, quando alguém tenta fazer mal à floresta, Jaxy entra em ação, protegendo-a com suas habilidades espertas e muito travessas.;;HarperKids;1ª;2023;Físico;978-6559800605;Amazon.com.br eBooks Kindle: Jaxy Jaterê, Nuñez, Geni, Moura, Miguela;pt-BR;;Infantojuvenil;28p;;NUÑES, Geni. Jaxy Jaterê. São Paulo: HarperKids, 2023.;https://m.media-amazon.com/images/I/A19JZe9pe4L._SL1500_.jpg;indigena
"""As aventuras de Kara'i Tukumbó""";;Claudio Djagwá Ka'agwy Kara'i Tukumbó Lima;;"Culturas indígenas; aventuras; etnia Tukumbó";As Aventuras de Kara’i Tukumbó” é uma história sobre um jovem indígena com olhos de pássaro e um sorriso fácil, que cresceu em meio à natureza, rodeado por animais e plantas. Ele amava conversar com o pajé, um homem sábio e curandeiro que conhecia todas as plantas e possuía serenidade e paz. Juntos, eles compartilhavam histórias e conhecimentos, e Kara’i Tukumbó aprendia sobre as maravilhas da natureza e a importância de protegê-la. A história nos leva a uma jornada de descoberta e aprendizado, onde o respeito pela natureza e pela sabedoria dos mais velhos é valorizado. “Djaguwá kara’i Tukumbó, ferramenta de Deus para fazer a diferença a todos a sua volta” Maria Luiza Cardoso Lima, Secretária da Associação indígena Ara Pyau. “Quando assumimos nossa ancestralidade somos os donos da nossa história. Tudo em sua existência o trouxe a esse momento… Nhanderú o guiou” Géssi Lima. “Ouça o que dizem os antigos, preste atenção na fala dos velhos, pois eles guardam a palavra do Criador” Ailton Krenak, ativista e escritor.;;Edua;1ª;2023;Físico;978-8574019468;As Aventuras de Kara’i Tukumbó | Amazon.com.br;pt-BR;;Infantojuvenil;20p;;LIMA, Claudio Djagwá Ka'agwy Kara'i Tukumbó. As aventuras de Kara'i Tukumbó. Amazonas: Edua, 2023.;https://m.media-amazon.com/images/I/51bVYNdVj0L.jpg;indigena
""" Das Crianças Ikpeng Para o Mundo""";;Rita Carelli;Rita Carelli;"Culturas indígenas; povo Ikpeng; modo de vida; dia-a-dia";Nada melhor do que conhecer uma aldeia Ikpeng tendo por guias as próprias crianças indígenas. Neste livro, Yampï, Yuwipó, Kamatxi e Eruwó nos convidam a visitar a casa do cacique, tomar banho de rio e comer frutas no pé. Entendemos as tarefas dos homens e das mulheres – e como os meninos e as meninas também colaboram com os afazeres do dia a dia, sem deixar, é claro, de se divertir com os brinquedos que eles mesmos constroem. A coleção Um Dia na Aldeia traz um olhar autêntico e contemporâneo sobre diferentes povos indígenas ao possibilitar que eles mesmos contem suas histórias. Cada livro, em edição bilíngue, vem acompanhado do filme que o inspirou, feito por cineastas indígenas ou com a colaboração dos índios. Você pode assistir aos filmes antes ou depois da leitura, mas o convite é sempre o mesmo: desfrutar de um dia na aldeia de um povo indígena no Brasil.;;SESI-SP;1ª;2018;Físico;9788550408705;DAS CRIANÇAS IKPENG PARA O MUNDO | Livraria Martins Fontes Paulista;pt-BR;;Infantojuvenil;48p;;CARELLI, Rita. Das Crianças Ikpeng Para o Mundo. São Paulo: SESI-SP, 2018.;https://martinsfontespaulista.vteximg.com.br/arquivos/ids/259650-1000-1000/862396_ampliada.jpg?v=637251695736430000;indigena
"""No tempo do verão = Ashi Osaretsippaiteki : um dia na aldeia Ashaninka""";;Rita Carelli;Mariana Zaneti;"Culturas indígenas; povo Ashaninka; modo de vida; dia-a-dia";Na aldeia Ashaninka, verão é tempo de farra de passarinho, pé de fruta carregado e pescaria em família. Mas é, antes de tudo, tempo de descoberta. As crianças deixam de IR à escola para aprender com os mais velhos a vida na floresta: fazer flechas, construir abrigo na margem do rio, acender o fogo, cozinhar macaxeira, fisgar peixe com arpão. Tayri, Piyãko e Bianca nos mostram que novas experiências podem ser muito divertidas. A coleção Um Dia na Aldeia traz um olhar autêntico e contemporâneo sobre diferentes povos indígenas ao possibilitar que eles mesmos contem suas histórias. Cada livro, em edição bilíngue, vem acompanhado do filme que o inspirou, feito por cineastas indígenas ou com a colaboração dos índios. Você pode assistir aos filmes antes ou depois da leitura, mas o convite é sempre o mesmo: desfrutar um dia na aldeia de um povo indígena no Brasil.;;SESI-SP;1ª;2018;Físico;978-8550408729;No Tempo do Verão | Amazon.com.br;pt-BR;;Infantojuvenil;48p;;CARELLI, Rita. No tempo do verão = Ashi Osaretsippaiteki : um dia na aldeia Ashaninka. São Paulo: SESI-SP, 2018.;https://m.media-amazon.com/images/I/81zwBoG-UzL._SL1000_.jpg;indigena
"""No país do Jabuti: contos e mitos indígenas do Brasil""";;Beatrice Tanaka;;"Culturas indígenas; mitologia; fábulas";"Este livro traz histórias da tradição oral indígena brasileira, seus mitos, suas lendas e fábulas; que perpetuam o conhecimento sobre as origens e características do ser humano.";;Nacional;1ª;2006;Físico;8504010716;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;40p;;TANAKA, Beatrice. No país do Jabuti: contos e mitos indígenas do Brasil. São Paulo : Ed. Nacional, 2006.;https://acervo.bn.gov.br/sophia_web/capa/capa/221319;indigena
"""Mandí reko – O conto de Mandí""";;Luã Apyká;Anna Bheatriz Nunes;"Culturas indígenas; povo tupi-guarani; mitologia";Em um conto da tradição oral do povo tupi-guarani, o autor Luã Apyká reconta a história de Mandí.A partir das súplicas de um casal de anciãos da aldeia, o grande espírito da Lua, Djatsy, resolve atendê-los e eles se tornarão pais.Ao longo da narrativa, o leitor acompanhará o nascimento, desenvolvimento e o amadurecimento de Mandí. E a comunidade de seu povo viverá uma experiência transformadora e uma nova sabedoria será transmitida a todos.É uma história que fala sobre costumes, hábitos, estrutura social e alimentar, bem como do papel renovador de Mandí para a cultura tupi-guarani.;Prêmios & Seleções :Os 30 melhores livros infantis do ano 2024 | Revista Crescer;Gaivota;1ª;2023;Físico;978-6586686463;https://www.editorabiruta.com.br/products/mandi-reko-o-conto-de-mandi?srsltid=AfmBOoroqC7TlTtjvttxhmj9vi8jyz_e0r1UDFW1-NozzaFSSIOcUsFa;pt-BR;;Infantojuvenil;56p;;APYKÁ ,Luã. Mandí reko – O conto de Mandí. São Paulo: Gaivota, 2023.;https://m.media-amazon.com/images/I/81Vn73yVYhL._SL1500_.jpg;indigena
"""Por que o sol anda devagar""";;Hernâni Donato;Mônica Haibara;"Culturas indígenas; povo Carajás; mitologia indígena";Os índios Carajás contam que a Terra era um lugar muito escuro e frio, porque não havia a luz do Sol, nem da Lua, nem das estrelas, e os homens eram obrigados a manter um braseiro dentro de casa. Cansados dessa labuta, pediram ao moço forte Cananxiuê que arranjasse luz e calor o tempo todo. Foi então que o índio resolveu segurar o Sol pelo rabo!;;Melhoramentos;1ª;2003;Físico;8506038219;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;24p;;DONATO, Hernâni. Por que o sol anda devagar. São Paulo: Melhoramentos, 2003.;https://m.media-amazon.com/images/I/A1bppG6D7xL._SL1500_.jpg;indigena
"""Brasil, os Indigenas e a Flor Primavera""";;Vera Pereira;"Rafael Ghiraldell,Débora Garcia; Capa de André Ceolin";"Culturas indígenas; lendas indígenas";Era uma vez uma aldeia. Lá morava um belo jovem chamado Porã. Ele costuma sentar-se à sombra de uma folhagem frondosa. Até que um dia...;;Pontes;1ª;2017;Físico;9788571138131;O Brasil, os Indígenas e a Flor da Primavera - Pontes Editores;pt-BR;;Infantojuvenil;30p;;PEREIRA, Vera. Brasil, os Indígenas e a Flor Primavera. Campinas, SP: Pontes, 2017.;https://ponteseditores.com.br/loja3/wp-content/uploads/2024/02/O-Brasil-os-indigenas-e-a-flor-primavera-capa.jpg;indigena
"""Sou pankara sou indigena do sertão de Pernambuco""";;Ana Sélia Rodrigues Novaes e Thiago Emanuel Rodrigues Novaes;Camila Sousa dos Santos;"Culturas indígenas; indígenas do sertão; Pernambuco; aventuras";Ana é uma criança indígena sertaneja que tem imaginação sem igual e orgulho de suas origens. Sonhadora, deseja conhecer outros povos nativos e, junto de seu melhor amigo, um umbuzeiro - árvore típica e sagrada do seu lugar - enfrenta desafios para realizar sua jornada. Junte-se a personagens encantadores em uma aventura repleta de beleza, diversidade e cultura dos povos do semiárido brasileiro!;;Inverso;1ª;2023;Físico;978-8555403569;Sou pankara sou indigena do sertão de Pernambuco | Amazon.com.br;pt-BR;;Infantojuvenil;23p;;"NOVAES, Ana Sélia Rodrigues; NOVAES, Thiago Emanuel Rodrigues. Sou pankara sou indigena do sertão de Pernambuco. Curitiba,PR: Inverso, 2017.";https://m.media-amazon.com/images/I/51TjmTnf4OL.jpg;indigena
"""O sonho da Buya-wasú""";;Moara Tupinambá;Moara Tupinambá;"Culturas indígenas; mitologia indígena";Uma jovem indígena que vive na cidade, ao viajar para Cucurunã, aceita o desafio de se reconectar às suas origens para derrotar uma ameaça simbolizada pelo Monstro de Lata. Para tanto, ela precisa evocar a Buya-Wasú e libertar os seres encantados do casco da tartaruga. A autora e também ilustradora utilizou técnicas mistas de colagem e ilustração, o que torna o livro rico em narrativa visual e fortalece a continuidade da cultura indígena contemporânea em múltiplas plataformas da arte.  Moara Brasil e seu irmão criaram um canto original na língua nheegantu.O livro tem revisão de nheengatu do professor George Borari, do Tapajós/Pará.;;Miolo Mole;1ª;2020;Físico;978-65-991456-2-9;Miolo Mole (editoramiolomole.com);pt-BR;;Juvenil;56p;;TUPINAMBÁ, Moara. O sonho da Buya-wasú. São Paulo: Miolo Mole, 2020.;https://s3-sa-east-1.amazonaws.com/eurekadigital/dev/mioloMole/59d01bed-d028-4c2d-9c25-a272f8deb87fO%20SONHO%20DA%20BUYUASSU%20-%20capa.jpg;indigena
"""Depois do ovo: a guerra = Priara jõ: um dia na aldeia Panará""";;Ana Carvalho;Rita Carelli;"Culturas indígenas; povo Panará; infância; brincadeiras";Para as crianças Panará, brincar de guerra é coisa séria. Ao reviver a antiga guerra de seu povo contra os Txucarramãe, seus velhos inimigos, os meninos da aldeia pintam o corpo, cortam os cabelos, fabricam as armas para celebrar a história, que se torna presente. Em meio a falsos golpes de borduna e muita correria, não faltam boas doses de risada. A coleção Um Dia na Aldeia traz um olhar autêntico e contemporâneo sobre diferentes povos indígenas ao possibilitar que eles mesmos contem suas histórias. Cada livro, em edição bilíngue, vem acompanhado do filme que o inspirou, feito por cineastas indígenas ou com a colaboração dos índios. Você pode assistir aos filmes antes ou depois da leitura, mas o convite é sempre o mesmo: desfrutar de um dia na aldeia de um povo indígena no Brasil.;Série um dia na aldeia. Texto em português com tradução paralela na língua panará Perankô Panará. O filme que inspirou o livro pode ser acessado pelo QR code que consta no livro.;SESI-SP;1ª;2018;Físico;9788550408736;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;40p;;CARVALHO, Ana. Depois do ovo: a guerra = Priara jõ: um dia na aldeia Panará. São Paulo: SESI-SP., 2018.;https://m.media-amazon.com/images/I/81ZD0-NRXlL._SL1000_.jpg;indigena
"""A História de Akykysia, o Dono da Caça""";;Rita Carelli;Rita Carelli;"Culturas indígenas; povo Wajãpi; aventuras";Quem caçar de maneira exagerada terá de acertar as contas com Akykysia, o monstro canibal que mora na floresta e tudo vê. Isso quem conta são os pajés do povo Wajãpi, lembrando uma história que aconteceu há muito tempo com seus antepassados, quando encararam de perto a fúria do dono da caça. A história diz ainda que um menino esperto descobriu o esconderijo do monstro, e assim os Wajãpi puderam caçá-lo. Apesar disso, os mais velhos acreditam que o Akykysia continua até hoje à espreita na mata. A coleção Um Dia na Aldeia traz um olhar autêntico e contemporâneo sobre diferentes povos indígenas ao possibilitar que eles mesmos contem suas histórias. Cada livro, em edição bilíngue, vem acompanhado do filme que o inspirou, feito por cineastas indígenas ou com a colaboração dos índios. Você pode assistir aos filmes antes ou depois da leitura, mas o convite é sempre o mesmo: desfrutar de um dia na aldeia de um povo indígena no Brasil.;Série um dia na aldeia. Texto em português com tradução paralela em Wajãpi. O filme que inspirou o livro pode ser acessado pelo QR code que consta no livro;SESI-SP;1ª;2018;Físico;9788550403878;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;50p;;CARELLI, Rita. A História de Akykysia, o Dono da Caça. São Paulo: SESI-SP, 2018.;https://m.media-amazon.com/images/I/91jfYhL2EEL._SL1500_.jpg;indigena
"""Maria Sapeba""";;Ana Maria Machado;Marilda Castanha;"Culturas indígenas; mitologia indígena";Fala da lenda do linguado, um peixe que os índios chamavam de Maria Sapeba. Mistura a mitologia indígena sobre os bichos, com as histórias que eles ouviam dos jesuítas que vieram catequizá-los.;Série Barquinho de Papel;Ática;1ª;1996;Físico;8508060661 ;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/556545?guid=1720627973955&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720627973955%26quantidadePaginas%3d1%26codigoRegistro%3d556545%23556545&i=1;pt-BR;;Infantojuvenil;25p;;MACHADO, Ana Maria. Maria Sapeba. São Paulo: Editora Ática, 1996.;https://m.media-amazon.com/images/I/91mCKx4FKXL._SL1500_.jpg;indigena
"""Histórias de Índio""";;Daniel Munduruku;LauraBeatriz;"Culturas indígenas; povo Munduruku; infância; memória";"Livro que apresenta um conto sobre a cultura munduruku, com crônicas e depoimentos sobre as experiências vividas pelo autor no chamado ""mundo dos brancos"". Traz, também, informações gerais sobre a diversidade étnica dos povos indígenas brasileiros. A edição tem desenhos de crianças indígenas e fotos de aldeias mundurukus.";Prêmios: Érico Vanucci Mendes, 2003. Inclui glossário;Companhia das letrinhas;1ª;1996;Físico;858546660X;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/570103?guid=1720628734191&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720628734191%26quantidadePaginas%3d3%26codigoRegistro%3d570103%23570103&i=49;pt-BR;;Infantojuvenil;71p;;MUNDURUKU, Daniel. Histórias de Índio .São Paulo: Companhia das Letrinhas, 1996.;https://m.media-amazon.com/images/I/A11Ux2V3UgL._SL1500_.jpg;indigena
"""Francisco: Gabiroba Tabajara Tupã""";;Celso Sisto;Celso Sisto;"Culturas indígenas; sabedoria ancestral. conto indígena";Um menino que não podia sair de casa e via a vida através da janela. Até que um dia avistou Francisco Gabiroba dançando na chuva. Uma cena de liberdade, que inspira a criança do apartamento a experimentar a vida. O livro explora elementos da cultura popular e jogos de palavras. ;Prêmio de Ilustrador revelação pela FNLIJ - 2000.;Aletria;1ª;1990;Físico;9788561167103;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/264254?guid=1725577596152&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1725577596152%26quantidadePaginas%3d1%26codigoRegistro%3d264254%23264254&i=1;pt-BR;;Infantojuvenil;24p;;SISTO,Celso.Francisco:Gabiroba Tabajara Tupã.Belo Horizonte : Aletria, 2009.;https://m.media-amazon.com/images/I/71fRcWPI9dL._SL1297_.jpg;indigena
